,start,end,who_said,line,similar_line,similarity,similarity_category
1139,"01:14:14,720","01:14:15,767",Nick Fury,How?,How,1.0,100%
1140,"01:14:17,080","01:14:19,765",Bruce Banner,Has anyone been in contact with Helen Cho?,Has anyone been in contact with Helen Cho,1.0,100%
1141,"01:14:23,520","01:14:25,170",Dr. Helen Cho,It's beautiful.,It's beautiful,1.0,100%
1142,"01:14:25,600","01:14:29,880",Dr. Helen Cho,"The vibranium atoms aren't just compatible with the tissue cells, they're binding them.","The Vibranium atoms aren't just compatible with the tissue cells, they're binding them",1.0,100%
1143,"01:14:30,360","01:14:31,646",Ultron,And S.H.I.E.L.D.,"Typical of humans, they scratch the surface and never think to look within",0.7,< 80%
1144,"01:14:30,360","01:14:31,646",Steve Rogers,never even thought to...,To become better,0.9,90% - 99%
1145,"01:14:31,880","01:14:37,040",Ultron,"The most versatile substance on the planet, and they used it to make a Frisbee.",The most versatile substance on the planet and they used it to make a Frisbee,1.0,100%
1146,"01:14:37,240","01:14:38,366",Erik Selvig,Typical of humans.,The Water of Sight,0.85,80% - 89%
1147,"01:14:38,560","01:14:41,086",Ultron,They scratch the surface and never think,"Typical of humans, they scratch the surface and never think to look within",0.92,90% - 99%
1148,"01:14:43,040","01:14:44,565",Bruce Banner,to look within.,Ultron's going to evolve,0.91,90% - 99%
1149,"01:14:55,080","01:14:56,525",Steve Rogers,I'll take Natasha and Clint.,I'll take Natasha and Clint,1.0,100%
1150,"01:14:56,760","01:14:59,966",Steve Rogers,All right. Strictly recon. I'll hit the Nexus.,You know I really miss the days when the weirdest thing science ever created was me,0.81,80% - 89%
1151,"01:14:56,760","01:14:59,966",Tony Stark,I'll join you as soon as I can.,"I'll hit the NEXUS, I'll join you as soon as I can",0.97,90% - 99%
1152,"01:15:00,080","01:15:01,605",Steve Rogers,If Ultron's really building a body...,If Ultron is really building a body,0.94,90% - 99%
1153,"01:15:01,840","01:15:03,365",Tony Stark,He'll be more powerful than any of us.,He'll be more powerful than any of us,1.0,100%
1154,"01:15:03,560","01:15:04,641",Tony Stark,Maybe all of us.,Maybe all of us,1.0,100%
1155,"01:15:05,160","01:15:06,969",Tony Stark,An android designed by a robot.,An android designed by a robot,1.0,100%
1156,"01:15:07,200","01:15:08,326",Steve Rogers,"You know, I really miss the days",You know I really miss the days when the weirdest thing science ever created was me,0.89,80% - 89%
1157,"01:15:08,480","01:15:10,608",Steve Rogers,when the weirdest thing science ever created was me.,You know I really miss the days when the weirdest thing science ever created was me,0.93,90% - 99%
1158,"01:15:11,200","01:15:12,850",Nick Fury,I'll drop Banner off at the tower.,I'll drop Banner off at the tower,1.0,100%
1159,"01:15:13,000","01:15:14,286",Nick Fury,You mind if I borrow Ms Hill?,Do you mind if I borrow Ms,0.96,90% - 99%
1160,"01:15:14,520","01:15:16,284",Tony Stark,She's all yours. Apparently.,"She's all yours, apparently",1.0,100%
1161,"01:15:16,440","01:15:17,601",Steve Rogers,What are you gonna do?,What are you gonna do,1.0,100%
1162,"01:15:17,760","01:15:20,843",Nick Fury,I don't know.,I don't know,1.0,100%
1163,"01:15:17,760","01:15:20,843",Nick Fury,"Something dramatic, I hope.","Something dramatic, I hope",1.0,100%
1164,"01:15:24,200","01:15:27,884",Clint Barton,I'm gonna finish reflooring that sunroom as soon as I get back.,I'm gonna finish reflooring that sunroom as soon as I get back,1.0,100%
1165,"01:15:28,120","01:15:30,771",Laura Barton,"Yeah, then you'll find another part of the house to tear apart.","Yeah, and then you'll find another part of the house to tear apart",0.99,90% - 99%
1166,"01:15:30,960","01:15:32,121",Clint Barton,No.,No,1.0,100%
1167,"01:15:32,760","01:15:34,285",Clint Barton,It's the last project.,It's the last project,1.0,100%
1168,"01:15:35,800","01:15:36,801",Clint Barton,I promise.,I promise,1.0,100%
1169,"01:15:55,080","01:15:56,605",Erik Selvig,"So, this is it.",This is it,0.94,90% - 99%
1170,"01:15:58,240","01:16:00,481",Erik Selvig,The Water of Sight.,The Water of Sight,1.0,100%
1171,"01:16:02,800","01:16:05,201",Thor,"In every realm, there's a reflection.","In every realm, there's a reflection",1.0,100%
1172,"01:16:06,400","01:16:09,848",Thor,"If the water's spirits accept me, I can return to my dream","If the water spirits accept me, I can return to my dream, and find what I missed",0.98,90% - 99%
1173,"01:16:10,640","01:16:12,085",Thor,and find what I missed.,"If the water spirits accept me, I can return to my dream, and find what I missed",0.85,80% - 89%
1174,"01:16:12,320","01:16:16,166",Erik Selvig,"Men who enter that water, the legends don't end well.","The men who enter that water, the legends don't end well",0.99,90% - 99%
1175,"01:16:17,840","01:16:19,569",Tony Stark,A hacker who's faster than Ultron?,A hacker who's faster than Ultron,1.0,100%
1176,"01:16:19,760","01:16:26,682",Tony Stark,"He could be anywhere, and as this is the centre of everything, I'm just a guy looking for a needle in the world's biggest haystack.","And as this is the center of everything, I'm just a guy looking for a needle in the world's biggest haystack",0.97,90% - 99%
1177,"01:16:27,680","01:16:29,250",World Hub Tech,How do you find it?,How do you find it,1.0,100%
1178,"01:16:29,680","01:16:32,251",Tony Stark,It's pretty simple. You bring a magnet.,You bring a magnet,0.91,90% - 99%
1179,"01:16:34,440","01:16:35,560",Clint Barton,I'm decrypting nuclear codes,I promise,0.76,< 80%
1180,"01:16:35,680","01:16:37,011",Tony Stark,And you don't want me to,"Oh, I'm decrypting nuclear codes and you don't want me to",0.93,90% - 99%
1181,"01:16:39,320","01:16:40,810",Tony Stark,Come and get me.,Come and get me,1.0,100%
1182,"01:16:53,160","01:16:54,207",Heimdall,Wake up!,Wake up,1.0,100%
1183,"01:17:01,040","01:17:02,041",Erik Selvig,Thor!,Thor,1.0,100%
1184,"01:17:02,880","01:17:03,927",Ultron,Extinction.,Extinction,1.0,100%
1185,"01:17:17,400","01:17:22,121",Dr. Helen Cho,"Cellular cohesion will take a few hours, but we can initiate the consciousness stream.","Cellular cohesion will take a few hours, but we can initiate the consciousness stream",1.0,100%
1186,"01:17:22,720","01:17:25,530",Dr. Helen Cho,We're uploading your cerebral matrix,We're uploading your cerebral matrix,1.0,100%
1187,"01:17:25,720","01:17:26,926",Dr. Helen Cho,now.,now,1.0,100%
1188,"01:17:28,400","01:17:29,970",Wanda Maximoff,I can read him.,I can read him,1.0,100%
1189,"01:17:30,720","01:17:32,245",Wanda Maximoff,He's dreaming.,He is dreaming,0.78,< 80%
1190,"01:17:32,480","01:17:34,289",Dr. Helen Cho,I wouldn't call it dreams.,I wouldn't call it dreams,1.0,100%
1191,"01:17:34,520","01:17:36,363",Dr. Helen Cho,It's Ultron's base consciousness.,"It's Ultron's base consciousness, informational noise",0.93,90% - 99%
1192,"01:17:36,560","01:17:38,085",Dr. Helen Cho,Informational noise. Soon...,"It's Ultron's base consciousness, informational noise",0.75,< 80%
1193,"01:17:38,320","01:17:39,446",Ultron,How soon?,How soon,1.0,100%
1194,"01:17:39,680","01:17:41,011",Ultron,I'm not being pushy.,I'm not being pushy,1.0,100%
1195,"01:17:41,240","01:17:42,890",Dr. Helen Cho,We're imprinting a physical brain.,We're imprinting a physical brain,1.0,100%
1196,"01:17:43,040","01:17:44,485",Dr. Helen Cho,There are no shortcuts.,There are no shortcuts,1.0,100%
1197,"01:17:44,760","01:17:45,966",Dr. Helen Cho,Even if your magic gem...,Even if your magic gem is,0.91,90% - 99%
1198,"01:17:56,680","01:17:58,011",Wanda Maximoff,How could you?,How could you,1.0,100%
1199,"01:17:58,080","01:17:59,127",Ultron,How could I what?,How could I what,1.0,100%
1200,"01:17:59,400","01:18:03,767",Wanda Maximoff,"You said we would destroy the Avengers, make a better world.","You said we would destroy the Avengers, make a better world",1.0,100%
1201,"01:18:04,080","01:18:05,127",Ultron,It will be better.,It will be better,1.0,100%
1202,"01:18:06,080","01:18:08,447",Wanda Maximoff,When everyone is dead?,When everyone is dead,1.0,100%
1203,"01:18:06,080","01:18:08,447",Erik Selvig,That is not...,This is it,0.87,80% - 89%
1204,"01:18:09,400","01:18:13,246",Ultron,The human race will have every opportunity to improve.,That is not The human race will have every opportunity to improve,0.96,90% - 99%
1205,"01:18:13,760","01:18:15,091",Pietro Maximoff,And if they don't?,And if they don't,1.0,100%
1206,"01:18:15,280","01:18:16,406",Ultron,Ask Noah.,Ask Noah,1.0,100%
1207,"01:18:17,600","01:18:18,647",Wanda Maximoff,You are a madman.,You're a madman,0.87,80% - 89%
1208,"01:18:18,760","01:18:22,207",Ultron,There were more than a dozen extinctionlevel events,There were more than a dozen extinction level events before even the dinosaurs got theirs,0.94,90% - 99%
1209,"01:18:22,360","01:18:25,443",Ultron,before even the dinosaurs got theirs.,There were more than a dozen extinction level events before even the dinosaurs got theirs,0.87,80% - 89%
1210,"01:18:25,560","01:18:30,129",Ultron,"When the Earth starts to settle, God throws a stone at it.","When the Earth starts to settle, God throws a stone at it, and believe me, he's winding up",0.94,90% - 99%
1211,"01:18:30,280","01:18:32,601",Ultron,"And, believe me, he's winding up.","When the Earth starts to settle, God throws a stone at it, and believe me, he's winding up",0.87,80% - 89%
1212,"01:18:33,360","01:18:34,566",Ultron,We have to evolve.,We have to evolve,1.0,100%
1213,"01:18:35,120","01:18:36,281",Ultron,There's no room,There's no room for the weak,0.88,80% - 89%
1214,"01:18:37,120","01:18:38,246",Ultron,for the weak.,There's no room for the weak,0.78,< 80%
1215,"01:18:38,480","01:18:40,448",Pietro Maximoff,And who decides who's weak?,And who decides who's weak,1.0,100%
1216,"01:18:41,320","01:18:43,049",Ultron,Life.,Life,1.0,100%
1217,"01:18:43,680","01:18:45,489",Ultron,Life always decides.,Life always decides,1.0,100%
1218,"01:18:48,440","01:18:49,487",Ultron,There's incoming.,There's incoming,1.0,100%
1219,"01:18:50,960","01:18:54,282",Ultron,The Quinjet. We have to move.,We have to move,0.96,90% - 99%
1220,"01:18:50,960","01:18:54,282",Dr. Helen Cho,That's not a problem.,That's not a problem,1.0,100%
1221,"01:19:01,280","01:19:02,281",Ultron,"Wait, guys!","Ah, wait, guys",0.88,80% - 89%
1222,"01:19:06,320","01:19:07,606",Ultron,They'll understand.,They'll understand,1.0,100%
1223,"01:19:07,920","01:19:10,048",Ultron,"When they see, they'll understand.",When they see they'll understand,1.0,100%
1224,"01:19:10,440","01:19:13,728",Ultron,I just need a little more time.,I just need a little more time,1.0,100%
1225,"01:19:25,120","01:19:27,248",Steve Rogers,Two minutes. Stay close.,Two minutes,0.82,80% - 89%
1226,"01:19:34,440","01:19:35,441",Steve Rogers,Dr Cho!,Dr  Cho,1.0,100%
1227,"01:19:39,360","01:19:40,885",Dr. Helen Cho,He's uploading himself into the body.,He's uploading himself into the body,1.0,100%
1228,"01:19:41,000","01:19:42,047",Steve Rogers,Where?,Where,1.0,100%
1229,"01:19:43,840","01:19:46,411",Dr. Helen Cho,The real power is inside the Cradle.,The real power is inside the Cradle,1.0,100%
1230,"01:19:46,480","01:19:51,011",Dr. Helen Cho,"The gem, its power is uncontainable.","The gem, its power is uncontainable",1.0,100%
1231,"01:19:51,880","01:19:53,530",Dr. Helen Cho,You can't just blow it up.,You can't just blow it up,1.0,100%
1232,"01:19:54,480","01:19:56,721",Dr. Helen Cho,You have to get the Cradle to Stark.,You have to get the Cradle to Stark,1.0,100%
1233,"01:19:56,840","01:19:57,887",Steve Rogers,"First, I have to find it.",First I have to find it,1.0,100%
1234,"01:19:58,200","01:19:59,201",Dr. Helen Cho,Go.,Go,1.0,100%
1235,"01:19:59,560","01:20:00,800",Steve Rogers,Did you guys copy that?,Did you guys copy that,1.0,100%
1236,"01:20:00,960","01:20:02,041",Clint Barton,We did.,We did,1.0,100%
1237,"01:20:02,200","01:20:04,646",Natasha Romanoff,I got a private jet taking off across town.,"I got a private jet taking off, across town, no manifest",0.94,90% - 99%
1238,"01:20:05,000","01:20:06,286",Ultron,No manifest.,"No, no, no, no, no",0.97,90% - 99%
1239,"01:20:06,400","01:20:07,447",Natasha Romanoff,That could be him.,That could be him,1.0,100%
1240,"01:20:08,400","01:20:09,970",Clint Barton,There. It's a truck from the lab.,It's a truck from the lab,0.99,90% - 99%
1241,"01:20:10,120","01:20:11,326",Clint Barton,"Right above you, Cap.","Right above you, Cap",1.0,100%
1242,"01:20:11,600","01:20:13,409",Clint Barton,On the loop by the bridge.,On the loop by the bridge,1.0,100%
1243,"01:20:14,000","01:20:15,001",Clint Barton,It's them.,It's them,1.0,100%
1244,"01:20:15,160","01:20:16,960",Clint Barton,"You got three with the Cradle, one in the cab.","I got three with the Cradle, one in the cab",0.95,90% - 99%
1245,"01:20:17,720","01:20:18,840",Clint Barton,I could take out the driver.,I could take out the driver,1.0,100%
1246,"01:20:18,880","01:20:21,650",Steve Rogers,"Negative. That truck crashes, the gem could level the city.","If that truck crashes, the gem could level the city",0.94,90% - 99%
1247,"01:20:22,080","01:20:23,320",Steve Rogers,We need to draw out Ultron.,We need to draw out Ultron,1.0,100%
1248,"01:20:33,040","01:20:35,088",Ultron,"No, no, no, no.","No, no, no, no, no",1.0,100%
1249,"01:20:36,920","01:20:37,967",Ultron,Leave me alone!,Leave me alone,1.0,100%
1250,"01:20:46,600","01:20:48,284",Steve Rogers,"Well, he's definitely unhappy.","Well, he's definitely unhappy",1.0,100%
1251,"01:20:48,440","01:20:49,930",Steve Rogers,I'm gonna try and keep him that way.,I'm gonna try and keep him that way,1.0,100%
1252,"01:20:50,040","01:20:51,320",Clint Barton,"You're not a match for him, Cap.","You're not a match for him, Cap",1.0,100%
1253,"01:20:52,440","01:20:53,521",Steve Rogers,"Thanks, Barton.","Thanks, Barton",1.0,100%
1254,"01:21:16,240","01:21:17,480",Ultron,You know what's in that cradle?,You know what's in that Cradle,1.0,100%
1255,"01:21:18,800","01:21:20,529",Ultron,The power to make real change.,"The power to make real change, and that terrifies you",0.97,90% - 99%
1256,"01:21:20,640","01:21:22,051",Ultron,And that terrifies you.,"The power to make real change, and that terrifies you",0.9,90% - 99%
1257,"01:21:22,200","01:21:23,360",Steve Rogers,I wouldn't call it a comfort.,I wouldn't call it a comfort,1.0,100%
1258,"01:21:26,600","01:21:27,647",Ultron,Stop it.,Stop it,1.0,100%
1259,"01:21:38,480","01:21:41,165",Clint Barton,"We got a window. Four, three...",We got a window,0.88,80% - 89%
1260,"01:21:41,800","01:21:42,801",Ultron,Give him hell.,Leave me alone,0.76,< 80%
1261,"01:21:53,760","01:21:55,240",Natasha Romanoff,I'm always picking up after you boys.,I'm always picking up after you boys,1.0,100%
1262,"01:21:56,840","01:21:58,490",Steve Rogers,They're heading under the overpass.,"If that truck crashes, the gem could level the city",0.8,80% - 89%
1263,"01:21:56,840","01:21:58,490",Clint Barton,I've got no shot.,"They're heading under the overpass, I've got no shot",0.79,< 80%
1264,"01:21:58,840","01:21:59,887",Natasha Romanoff,Which way?,Which way,1.0,100%
1265,"01:22:00,080","01:22:01,081",Clint Barton,Hard right.,Hard right,1.0,100%
1266,"01:22:02,240","01:22:03,321",Clint Barton,Now.,Now,1.0,100%
1267,"01:22:34,200","01:22:36,487",Natasha Romanoff,Out of the way! Coming through!,"Out of the way, coming through",1.0,100%
1268,"01:22:34,200","01:22:36,487",Natasha Romanoff,"Sorry, coming through!","Sorry, coming through",1.0,100%
1269,"01:22:52,240","01:22:53,401",Steve Rogers,Come on!,Come on,1.0,100%
1270,"01:22:53,880","01:22:55,325",Natasha Romanoff,"Clint, can you draw out the guards?","Clint, can you draw out the guards",1.0,100%
1271,"01:22:55,440","01:22:56,487",Clint Barton,Let's find out.,Let's find out,1.0,100%
